id,name,duration,artist_id,artist_name,album_id,album_name,releasedate,lang,vocalinstrumental,gender,acousticelectric,speed,genres,instruments,vartags,rate_downloads_total,rate_listened_total,playlisted,favorited,likes,dislikes,avgnote
15662,Obscure Terrain,226,2278,Revolution Void,2225,Increase the Dosage,2006-06-20,,instrumental,neutral,electric,medium,"hiphop, electronic, chillout","electricpiano, electroamplified","lounge, peaceful",41116,408990,4276,3095,5,0,8.4
15663,Accelerated Lifestyle,490,2278,Revolution Void,2225,Increase the Dosage,2006-06-20,,instrumental,neutral,electric,medium,electronic,"synthesizer, hammond","psychedelic, energetic, breaks",16866,60754,4067,3071,1,0,8.0
15664,Headphonetic,396,2278,Revolution Void,2225,Increase the Dosage,2006-06-20,,instrumental,neutral,electric,medium,"ambient, electronic, downtempo",saxophone,"psychedelic, soft, peaceful",51787,572962,4197,3158,5,1,8.6667
15665,Nebulous Notions,417,2278,Revolution Void,2225,Increase the Dosage,2006-06-20,,instrumental,neutral,electric,medium,"chillout, downtempo, electronic","vibraphone, piano","psychedelic, peaceful, lounge, vibes",48043,606462,4126,3100,8,2,8.6667
1567808,Just a Stranger,189,507299,MCKOOL,238790,Just a Stranger,2018-08-10,en,vocal,female,,medium,"pop, dance, edm",,"vocal, love, fun, voice",105647,387695,2792,1915,0,0,10.0
1568720,Entering,154,500128,Borrtex,178629,Distant Sphere,2018-08-14,,instrumental,,,medium,"ambient, filmscore",synthesizer,"cinematic, dreamy, soundscape",21483,215056,912,644,0,0,9.0
157207,Tripping,184,339123,Paul Lisak & After The Ice,22598,It Happens All the Time,2008-04-10,en,vocal,male,electric,medium,"rock, pop",,"acoustic, vocal, voice, neutral",15679,214792,1039,484,20,1,8.0
157208,Thursday Morning Waking,199,339123,Paul Lisak & After The Ice,22598,It Happens All the Time,2008-04-10,en,vocal,male,electric,medium,"pop, rock",,"acoustic, vocal, voice, neutral",116471,642412,998,584,6,1,8.6667
1575141,Undercover,221,371777,Neon NiteClub,179244,Blue Electric Eyes,2018-09-13,en,vocal,male,,medium,"dance, electropop, pop",,"retro, happy, vocal, voice",85247,808494,1465,967,0,0,10.0
1575143,Blue Electric Eyes,200,371777,Neon NiteClub,179244,Blue Electric Eyes,2018-09-13,en,vocal,male,,medium,"electropop, pop",synthesizer,"80s, vocal, retro, voice",34116,570364,765,513,0,0,7.0
1575144,Play It Cool,208,371777,Neon NiteClub,179244,Blue Electric Eyes,2018-09-13,en,vocal,male,,medium,"pop, electropop",,"80s, retro, vocal, voice",42162,324863,721,482,0,0,10.0
15766,Jazz-urban,160,2210,Les Oreilles en Ballades,2241,"""SANDWICH”",2006-06-22,,instrumental,,,medium,"funk, rnb, pop",,,13463,427948,286,178,7,0,8.0
1576712,Fool's Gold,230,509448,The Devil Music Co.,266618,Fool's Gold,2018-09-20,en,vocal,male,,medium,"poprock, pop",,"summer, vocal, romantic, voice",61939,1255996,1639,1137,0,0,4.0
1579638,Second Star to the Right,235,509448,The Devil Music Co.,278744,Second Star to the Right,2018-10-01,en,vocal,male,,medium,"poprock, indie",,"romantic, vocal, atmospheric, voice",37234,1086172,1311,965,0,0,10.0
1585525,Astronauts,126,512352,Parker,223176,Astronauts,2018-11-15,en,vocal,male,,medium,"indie, dreampop, alternativerock",synthesizer,"vocal, dreamy, atmospheric, voice",32124,400912,1834,1227,0,0,4.6667
1585553,Unnamed Song (Of A Fake Unicorn),175,351968,The Freak Fandango Orchestra,180045,Lost Songs of Fake Unicorns,2018-10-23,,vocal,,,high,"folk, world, gypsy","wind, trumpet","vocal, voice",47267,204628,909,643,0,0,10.0
1585653,Shining,226,357359,Kellee Maize,180145,Crown,2018-10-31,en,vocal,female,,,"electropop, pop, electronic",,"vocal, uplifting, inspirational, voice",46614,518504,1149,650,0,0,8.0
1586071,Chances,246,509448,The Devil Music Co.,283878,Chances,2018-10-25,en,vocal,male,,medium,pop,,"peaceful, vocal, nostalgic, voice",201549,1268470,2416,1631,0,0,8.0
1587010,Loaded Gun,184,495770,THE SAME PERSONS,296618,Loaded Gun,2018-10-26,en,vocal,male,,medium,"electropop, synthpop, synthwave","synthesizer, strings","energetic, upbeat, vocal, voice",72848,679149,169,109,0,0,8.0
1587578,Boomerang,172,485924,HoneyChrome,292760,Boomerang,2018-10-29,en,vocal,male,,medium,"pop, electropop",,"party, vocal, love, voice",57088,287699,1005,674,0,0,10.0
159010,Dewey Square,281,339196,Hugo 'Droopy' Contini,22837,Surpriscording,2008-04-15,,instrumental,,,medium,"jazz, bebop","saxophone, piano",,17277,339985,674,310,5,2,8.0
159012,Sandu,234,339196,Hugo 'Droopy' Contini,22837,Surpriscording,2008-04-15,,instrumental,,,medium,jazz,"piano, drums",uprightbass,14264,288631,568,263,8,1,8.0
159013,Dexterity,245,339196,Hugo 'Droopy' Contini,22837,Surpriscording,2008-04-15,,instrumental,,,medium,"jazz, bebop","piano, saxophone",,9938,202957,533,256,3,1,8.0
159014,Captain Hugo,312,339196,Hugo 'Droopy' Contini,22837,Surpriscording,2008-04-15,,instrumental,neutral,electric,high,jazz,"saxophone, wind",neutral,12877,270092,503,245,9,1,8.3333
1593515,Alan Walker - Different World (Andrey Brailitsa Remix),199,512852,Andrey Brailitsa,296659,Alan Walker - Different World (Andrey Brailitsa Remix),2018-11-19,,,,,,"electronic, house, edm",,,580380,8357680,89,62,0,0,0.0
1593685,By Your Side by Mallz &amp; Deron Alek,165,7349,Cartel,339063,By Your Side by Mallz &amp; Deron Alek,2018-11-26,en,vocal,male,,medium,"hiphop, rap","guitar, drums","vocal, romantic, voice",132741,447314,2083,1295,0,0,8.0
1593988,Lofi Chillout Hip Hop Beat,149,460908,Joystock,365590,Lofi Chillout Hip Hop Beat,2018-11-22,,instrumental,,,medium,"chillhop, hiphop, lofi","sampler, synthesizer","lounge, peaceful, urban",1642051,2152331,234,101,0,0,7.3333
1597604,Winner,208,507948,Rxbyn,266854,Winner,2018-12-03,en,vocal,male,,medium,"rnb, pop, dance","djembe, marimba","love, vocal, peaceful, voice",14806,163261,532,369,0,0,10.0
159926,Normal,214,339246,Dan Bryk,23027,Discount Store,2008-04-17,,vocal,male,,medium,pop,,"vocal, voice",20087,360818,265,137,2,3,8.0
159927,Put That Boy Away,234,339246,Dan Bryk,23027,Discount Store,2008-04-17,,vocal,male,,medium,pop,,"vocal, voice",6878,188773,222,119,1,1,8.0
1601038,Háblame - (Talk to me),213,486769,Brunela Crochenci,347148,Háblame - (Talk to me),2018-12-12,es,vocal,female,,medium,"jazz, swing","piano, doublebass","vocal, love, cinematic, voice",28697,783701,1082,703,0,0,10.0
1608034,Fashion Hip-Hop Background,133,498010,Bulbasound,394553,Fashion Hip-Hop Background,2019-01-02,,instrumental,,,medium,hiphop,"saxophone, drums","fashion, upbeat, lounge",27003,550943,602,414,0,0,7.5
161536,Afterwork,248,339312,Reno Project,23661,1.0,2008-04-22,,instrumental,neutral,electric,medium,"jazz, electronic, chillout","flute, electricpiano","happy, lounge, peaceful",29849,749246,797,391,7,1,8.25
161537,Atlanta,286,339312,Reno Project,23661,1.0,2008-04-22,,instrumental,neutral,electric,medium,jazz,"trumpet, electricpiano",,22703,458660,769,373,7,0,8.0
161538,Constellation,345,339312,Reno Project,23661,1.0,2008-04-22,,instrumental,neutral,electric,medium,jazz,"saxophone, electricpiano",peaceful,16137,575851,799,383,4,0,8.0
161539,Down,304,339312,Reno Project,23661,1.0,2008-04-22,,instrumental,neutral,electric,medium,jazz,"trumpet, electricpiano",,13634,460759,672,376,1,0,8.0
161540,Friday,268,339312,Reno Project,23661,1.0,2008-04-22,,instrumental,neutral,electric,medium,jazz,"flute, electricpiano",peaceful,20125,306088,770,398,14,3,7.5
161544,System,321,339312,Reno Project,23661,1.0,2008-04-22,,instrumental,neutral,electric,medium,jazz,"saxophone, wind",,18190,310657,687,369,4,1,8.0
161545,The Field,359,339312,Reno Project,23661,1.0,2008-04-22,,instrumental,neutral,electric,medium,"jazz, smoothjazz, electronic","flute, electricpiano","lounge, peaceful",25294,1133752,738,393,6,0,8.3333
161546,Urban,216,339312,Reno Project,23661,1.0,2008-04-22,,instrumental,neutral,electric,medium,jazz,"trumpet, electricpiano",groovy,55477,631542,856,446,14,1,8.0
1615623,Mourning Day,216,439258,SadMe,259591,Mourning Day,2019-01-27,en,,,,medium,"rock, electronic, alternativerock","strings, bass","dark, atmospheric",72430,659532,2946,1803,0,0,8.0
162024,Heritage Place,241,7872,Josh Woodward,23755,The Simple Life,2008-04-23,en,vocal,male,electric,medium,rock,"guitar, drums","acoustic, vocal, voice",336616,357627,1777,925,8,1,8.0
162025,Go,226,7872,Josh Woodward,23755,The Simple Life,2008-04-23,en,vocal,male,electric,medium,"rock, pop","guitar, drums","acoustic, vocal, travel, voice",172819,1778843,2208,1023,40,2,8.8
162026,Saturday,269,7872,Josh Woodward,23755,The Simple Life,2008-04-23,en,vocal,male,electric,medium,"rock, pop","drums, piano","acoustic, vocal, soft, voice",75698,104736,1611,871,7,1,0.0
162027,The Parade,267,7872,Josh Woodward,23755,The Simple Life,2008-04-23,en,vocal,male,electric,medium,"pop, chillout, folk","bass, synthesizer","acoustic, vocal, emotional, voice, sountrack",49904,311939,1523,850,0,0,8.0
162028,Revolution Now,233,7872,Josh Woodward,23755,The Simple Life,2008-04-23,en,vocal,male,electric,medium,rock,"guitar, drums","acoustic, energetic, vocal, voice",49745,279981,1755,964,9,0,8.0
162029,Flypaper,163,7872,Josh Woodward,23755,The Simple Life,2008-04-23,,vocal,male,electric,medium,"blues, rock, pop","guitar, drums","acoustic, vocal, political, voice",28121,175151,1590,878,0,0,8.0
162030,I'm Letting Go,192,7872,Josh Woodward,23755,The Simple Life,2008-04-23,en,vocal,male,electric,medium,"folk, singersongwriter","guitar, strings","acoustic, vocal, soft, voice",98024,956078,1963,1073,15,1,8.6667
162031,Morning Blue,246,7872,Josh Woodward,23755,The Simple Life,2008-04-23,en,vocal,male,electric,medium,"rock, pop","guitar, drums","acoustic, energetic, vocal, voice",91384,1688491,1880,998,16,0,7.6
162032,The Bottom,156,7872,Josh Woodward,23755,The Simple Life,2008-04-23,en,vocal,male,electric,high,"pop, electronic, experimental","electricpiano, bass","acoustic, energetic, vocal, voice, parody",20119,117648,1581,870,6,0,9.25
162036,"Flutter By, Butterfly",158,7872,Josh Woodward,23755,The Simple Life,2008-04-23,en,vocal,male,acoustic,medium,"folk, pop, singersongwriter",guitar,"acoustic, vocal, soft, voice, neutral",15657,199974,1533,857,1,0,8.0
162038,Don't Close Your Eyes,214,7872,Josh Woodward,23755,The Simple Life,2008-04-23,en,vocal,male,electric,medium,"pop, folk","guitar, strings","acoustic, energetic, vocal, voice, neutral",19430,297621,1567,851,5,1,8.0
162039,Me and Billy Barnum,210,7872,Josh Woodward,23755,The Simple Life,2008-04-23,en,vocal,male,electric,medium,"country, pop, folk",guitar,"acoustic, vocal, nature, voice, neutral",24642,272409,1555,864,1,0,8.0
162041,Good to Go,189,7872,Josh Woodward,23755,The Simple Life,2008-04-23,en,vocal,male,electric,medium,"pop, folk","strings, guitar","acoustic, vocal, comedy, voice, parody",26381,573118,1619,887,7,0,8.0
162042,Memorized,265,7872,Josh Woodward,23755,The Simple Life,2008-04-23,en,vocal,male,electric,medium,"pop, folk, singersongwriter","guitar, strings","acoustic, vocal, soft, voice",15855,296967,1551,850,3,0,8.0
162045,Afterglow,207,7872,Josh Woodward,23755,The Simple Life,2008-04-23,en,vocal,male,electric,medium,"pop, folk, rock","guitar, strings","acoustic, energetic, vocal, voice",8458,199893,1543,845,1,0,8.0
1624864,Always,195,474132,THE DLX,279132,Always,2019-02-26,en,vocal,male,,medium,"pop, singersongwriter","guitar, synthesizer","upbeat, vocal, fun, voice",67040,437983,1691,1139,0,0,10.0
1638617,Just A Fling,214,498715,The Spin Wires,314975,Just A Fling,2019-04-25,en,vocal,male,,high,poppunk,"synthesizer, electricguitar","energetic, vocal, dark, voice",24385,245872,853,558,0,0,10.0
1646520,Fantasy,183,484695,Samie Bower,184380,New To You,2019-05-14,en,vocal,,,medium,"rnb, pop, hiphop",,"love, vocal, happy, voice",44850,865954,498,271,0,0,8.0
1648001,早くお金を返せ,184,511213,Konstentyn,184510,早くお金を返せ,2019-04-26,,instrumental,,,medium,"chillout, electronic, chillhop","flute, wind","lounge, upbeat",8487,307728,257,175,0,0,8.0
165081,Sun Tour,267,4590,Mike Link/Harvey Taylor,24185,Beat Elementals,2008-05-01,,instrumental,neutral,electric,medium,acidjazz,trumpet,groovy,20877,780333,442,187,11,0,8.0
1654906,Not My Problem,162,517272,All My Friends Hate Me,240339,Not My Problem,2019-05-28,en,vocal,male,,high,"rock, indie, punk","electricguitar, bass","energetic, vocal, funny, voice",38257,355379,1012,674,0,0,9.3333
1656722,Beautiful Piano - full version,161,498142,WhiteCat,185260,Beautiful Piano,2019-05-30,,instrumental,,,medium,"corporate, classical","piano, orchestra","emotional, cinematic, inspirational",1382629,606125,1078,777,0,0,8.0
1657984,Do you miss me,194,518821,Midnight Préfou,185390,Bubulle is dead,2019-06-05,en,vocal,female,,medium,"indie, folk","ukulele, guitar","summer, vocal, voice",53521,275787,798,534,0,0,10.0
1658149,Show Me,300,504167,AIRE,225132,Show Me,2019-06-05,en,vocal,male,,,"rock, postrock","electricguitar, euphonium","melancholic, energetic, vocal, voice",55731,297025,1172,837,0,0,10.0
1662157,Force,185,499734,Wordsmith,321764,Force,2019-06-20,en,vocal,male,,medium,"hiphop, trap","bass, strings","urban, upbeat, vocal, voice",25365,241314,972,628,0,0,6.0
1662389,Don't Wanna Go,183,474132,THE DLX,284440,Don't Wanna Go,2019-06-21,en,vocal,male,,medium,pop,"synthesizer, drums","happy, vocal, love, voice",85771,1080814,1691,1096,0,0,10.0
166334,Convergence,244,8004,Fortadelis,24399,Convergence,2008-05-04,,instrumental,neutral,electric,medium,"jazz, funk, chillout","electricpiano, electroamplified",happy,12905,259621,407,204,1,2,8.0
166335,After Hours,241,8004,Fortadelis,24399,Convergence,2008-05-04,,instrumental,neutral,electric,medium,"jazz, chillout, funk","piano, electricpiano",neutral,8511,389684,356,196,2,0,8.0
166336,Sidewalk,286,8004,Fortadelis,24399,Convergence,2008-05-04,,instrumental,neutral,electric,medium,"jazz, funk, jazzfunk","synthesizer, hammond",groovy,12766,464638,446,262,14,0,8.6667
166340,Jazzin Particles,293,8004,Fortadelis,24399,Convergence,2008-05-04,,instrumental,,electric,medium,"jazz, funk, chillout","electricguitar, electricpiano",,9199,234441,377,223,2,0,8.0
1665671,Kissing Streams,221,519486,Rivers and Leaves,185892,Kissing Streams,2019-06-29,en,vocal,male,,low,"pop, singersongwriter, folk","strings, piano","vocal, sad, voice",42708,368435,570,393,0,0,10.0
1666163,stuck on you t1,176,519562,Emmanuel1,225324,stuck on you t1,2019-07-01,en,,,,medium,"electropop, pop",bongo,"emotional, upbeat",79551,934230,1188,828,0,0,10.0
1667044,Breathe,166,519692,George Capon,240556,Breathe,2019-09-18,en,vocal,male,,medium,"pop, poprock","bass, acousticguitar","energetic, emotional, vocal, voice",42157,958053,985,668,0,0,10.0
1668075,No Prayers,201,428294,Pokki DJ,186136,No Prayers,2019-07-09,en,vocal,male,,medium,"electronic, futurebass",synthesizer,"emotional, vocal, romantic, voice",65875,1051503,568,392,0,0,10.0
166921,Sesión de groove,287,339550,Lucas Jiménez,24510,"Lucas Jiménez ""en silencio"" 2008",2008-05-06,,instrumental,,,medium,,,,9935,270013,241,114,6,3,8.0
166930,Suffle y tanguillo,253,339550,Lucas Jiménez,24510,"Lucas Jiménez ""en silencio"" 2008",2008-05-06,,instrumental,,,medium,,,,8254,182816,177,74,4,0,8.0
1670369,I'm Sorry,141,509448,The Devil Music Co.,306970,I'm Sorry,2019-07-19,en,vocal,male,,high,"indierock, indie, poppunk","guitar, strings","emotional, vocal, romantic, voice",37193,309930,837,579,0,0,6.0
1672065,Triumphant,203,483598,Axl &amp; Arth,293268,Triumphant,2019-07-24,en,vocal,male,,medium,"pop, electronic",synthesizer,"adventure, advertising, vocal, voice",66223,900698,1563,1106,0,0,9.6667
1672835,Wake Up,162,495572,Square a Saw,317441,Wake Up,2019-07-28,en,vocal,female,,high,"pop, futurebass, electronic",synthesizer,"contemporary, upbeat, vocal, voice",205372,1333733,1163,811,0,0,10.0
1672837,No Goodbyes,151,495572,Square a Saw,321803,No Goodbyes,2019-07-28,en,vocal,female,,high,"pop, electropop",synthesizer,"summer, upbeat, vocal, voice",36316,620406,613,447,0,0,6.0
1676541,Double Lyrical - Icing on the Cake (WAV),162,520975,Double Lyrical,225700,Double Lyrical - Icing on the Cake (WAV),2019-08-12,,,,,,"hiphop, trap, rap","bass, drums",energetic,145534,270885,780,562,0,0,10.0
1679859,(I Don't Even) Need Your Love,205,521457,Chalk CIty,225827,(I Don't Even) Need Your Love,2019-08-28,,,,,medium,pop,synthesizer,"love, upbeat, sentimental",43112,789466,731,507,0,0,10.0
168,J'm'e FPM,183,7,TriFace,24,Premiers Jets,2004-12-17,,vocal,male,,medium,"hardcore, rock, metal",,"vocal, voice",1473702,652750,345,303,1,0,6.0
1683589,The Flood,197,521722,BLC MIRROR CLB,187539,blc mirror clb,2019-10-07,en,vocal,male,,high,"rock, indie, indierock","electricguitar, electroamplified","energetic, vocal, voice",25513,290102,585,381,0,0,10.0
1686888,Imagine That (In The Morning),163,503014,Seth Power,260433,Imagine That (In The Morning),2019-09-23,en,vocal,male,,medium,"indie, singersongwriter, indiepop","acousticguitar, strings","upbeat, vocal, love, voice",37869,753078,1180,779,0,0,10.0
168832,Enjoit,202,339574,Roger Subirana Mata,24858,Point of no return,2008-05-13,,instrumental,neutral,electric,medium,newage,piano,"emotional, bandasonora",48821,174317,2680,1614,8,0,6.0
168833,Pyraminx,331,339574,Roger Subirana Mata,24858,Point of no return,2008-05-13,,instrumental,neutral,acoustic,medium,"filmscore, newage",piano,"epic, adventure, acoustic, bandasonora",56092,523981,3748,1843,47,4,8.4444
168834,Point of no return,259,339574,Roger Subirana Mata,24858,Point of no return,2008-05-13,,instrumental,neutral,,medium,filmscore,"piano, orchestra","emotional, cinematic, melancholic",925934,2256503,7732,3974,143,2,9.0
168948,Thryst,290,339574,Roger Subirana Mata,24858,Point of no return,2008-05-13,,vocal,,electric,medium,"world, filmscore","synthesizer, piano","film, cinematic, upbeat, voice, bandasonora",18489,114425,2693,1612,12,0,8.0
168949,A piece of heaven,191,339574,Roger Subirana Mata,24858,Point of no return,2008-05-13,,instrumental,neutral,electric,medium,"filmscore, newage",piano,"romantic, bandasonora",95323,532627,3303,1933,28,1,8.0
168950,The mask,288,339574,Roger Subirana Mata,24858,Point of no return,2008-05-13,,vocal,male,electric,medium,"filmscore, newage","synthesizer, piano","acoustic, vocal, peaceful, voice, bandasonora",25545,107463,2716,1624,12,0,6.0
168951,Silent Tears,380,339574,Roger Subirana Mata,24858,Point of no return,2008-05-13,,instrumental,neutral,electric,medium,"filmscore, newage, experimental","violin, drums","epic, action, bandasonora",51514,144806,2845,1685,25,0,0.0
168952,Live in Onara,350,339574,Roger Subirana Mata,24858,Point of no return,2008-05-13,,instrumental,female,electric,medium,"world, experimental",piano,"energetic, bandasonora",18928,61644,2609,1585,3,0,6.0
169151,dance  baby,236,337049,eliot ness,24851,eliot ness,2008-05-13,,instrumental,neutral,electric,medium,"dance, electronic",,bigbeat,136021,705976,548,269,6,1,8.0
169203,Blood brother,230,339574,Roger Subirana Mata,24858,Point of no return,2008-05-13,,instrumental,neutral,electric,medium,"filmscore, newage",piano,"peaceful, bandasonora",32387,88576,2715,1619,18,1,10.0
169204,Morphosis,322,339574,Roger Subirana Mata,24858,Point of no return,2008-05-13,,vocal,,electric,medium,filmscore,piano,"acoustic, vocal, voice, bandasonora",34630,80101,2646,1592,3,1,0.0
169205,Island of light,176,339574,Roger Subirana Mata,24858,Point of no return,2008-05-13,,instrumental,neutral,electric,medium,filmscore,piano,"emotional, contemporary, bandasonora",62693,158816,2903,1727,10,0,8.0
169206,Requiem,290,339574,Roger Subirana Mata,24858,Point of no return,2008-05-13,,instrumental,female,electric,medium,"filmscore, newage",piano,"sad, cinematic, bandasonora",27314,69895,2688,1607,9,2,8.0
169207,Tales of trees,178,339574,Roger Subirana Mata,24858,Point of no return,2008-05-13,,instrumental,,electric,medium,"filmscore, newage","strings, piano","peaceful, bandasonora",23596,71843,2671,1585,2,0,8.0
1694330,Moment of Escape,197,495572,Square a Saw,323853,Moment of Escape,2019-10-19,en,vocal,female,,medium,"dance, pop","piano, drums","vocal, upbeat, voice",25204,390686,557,415,0,0,10.0
1694331,Take Time,173,495572,Square a Saw,325704,Take Time,2019-10-19,en,vocal,female,,high,pop,"piano, synthesizer","vocal, upbeat, voice",24977,715488,552,403,0,0,10.0
1694454,Hear You Calling - (EDM) INSTRUMENTAL - Platinum Status Productions,174,519428,Gianluca Cannarsa Platinum Status Productions,226308,Hear You Calling - (EDM) INSTRUMENTAL - Platinum Status Producti,2019-10-20,,instrumental,,,high,"dance, electronic, eurodance",,"happy, upbeat",925022,168257,57,41,0,0,8.0
1696409,Stay Up,229,517272,All My Friends Hate Me,188568,Metal Butterflies,2019-11-18,en,vocal,male,,high,"indie, rock, punk","electricguitar, electroamplified","vocal, party, energetic, voice",82931,749960,964,660,0,0,10.0
1696907,Luck's All Gone,190,509448,The Devil Music Co.,309977,Luck's All Gone,2019-10-31,en,vocal,male,,high,"pop, synthpop","synthesizer, guitar","love, nostalgic, vocal, voice",46357,1151939,1031,745,0,0,8.0
170946,01-Manila,304,339724,Luc Bartoli,25160,Manila,2008-05-18,,instrumental,neutral,electric,medium,"jazz, bossanova",piano,"motivational, bop",19387,756143,433,162,1,0,8.0
170949,04-Oneshot,303,339724,Luc Bartoli,25160,Manila,2008-05-18,,instrumental,neutral,electric,medium,"jazz, funk",,"happy, motivational, bop",10609,382384,378,165,5,5,8.0
1711840,Song Of My Life,215,524179,Eliot Feldman,274361,Song Of My Life,2019-12-12,en,vocal,male,,low,"indie, pop, singersongwriter","acousticguitar, strings","vocal, emotional, ballad, voice",42281,441597,834,575,0,0,9.0
17127,Divine,198,2358,La Borgia,2426,Studio avril 2006 E.Satie,2006-07-24,,vocal,female,,medium,jazz,,"vocal, voice",10132,188773,348,201,12,2,8.0
17130,ya des silences,169,2358,La Borgia,2426,Studio avril 2006 E.Satie,2006-07-24,,instrumental,,,medium,,,,8682,143345,253,158,1,0,8.0
171574,One Nice Thing Once a Day,300,340035,UltraCat,26259,Disco High,2008-06-07,,instrumental,neutral,electric,medium,"house, electronic",,energetic,112036,2028150,601,262,15,0,7.2
1717130,Alfonso Lugo (Feat. Jasmine Crowe),180,525362,Alfonso Lugo,227017,Alfonso Lugo (Feat. Jasmine Crowe),2020-02-06,en,vocal,male,,high,"pop, latin","acousticguitar, strings","upbeat, vocal, voice",70450,2112567,940,627,0,0,10.0
1719234,Skyline,173,484695,Samie Bower,317622,Skyline,2020-01-03,en,vocal,male,,medium,"pop, rnb",synthesizer,"vocal, film, dreamy, voice",59171,1455595,1337,911,0,0,9.0
172018,Want You To Know,276,339779,Jonay,25331,The Darker The Sky Is The Brighter The Stars Shine,2008-05-21,en,vocal,male,electric,medium,"hiphop, pop",,"acoustic, vocal, voice",51178,753376,497,286,12,3,8.0
172021,Whatcha Wanna Do,230,339779,Jonay,25331,The Darker The Sky Is The Brighter The Stars Shine,2008-05-21,en,vocal,male,electric,medium,"pop, hiphop, rap","drums, percussion","acoustic, vocal, groovy, explicit, voice",87437,857965,589,258,17,9,7.0
172031,For Your Love (feat. Rashani),237,339779,Jonay,25331,The Darker The Sky Is The Brighter The Stars Shine,2008-05-21,en,vocal,male,,medium,"hiphop, pop, rap","drums, percussion","summer, love, vocal, voice, neutral, jamaica",429921,1700033,689,396,9,4,8.0
172326,Remind me,209,337897,Elyes Landoulsi,25366,My Perception,2008-05-21,en,vocal,male,acoustic,medium,pop,,"ballad, romantic, love, voice, fingerpicking",23066,939776,685,319,16,1,9.25
1738418,Epic Cinematic,141,475727,soundbay,367412,Epic Cinematic,2020-02-23,,instrumental,,,medium,"filmscore, symphonic, trailer",,"film, epic, cinematic",68346,785314,2152,1590,0,0,10.0
174034,Yo Bro- Geoff Lapp Trio- Stained Glass,362,339870,Geoff Lapp Trio,25714,Stained Glass,2008-05-28,,instrumental,,,medium,jazz,"piano, strings",trio,15000,538456,134,63,8,0,8.0
174041,Zack In The Box- Geoff Lapp Trio-Stained Glass,382,339870,Geoff Lapp Trio,25714,Stained Glass,2008-05-28,,instrumental,,,medium,"bebop, jazz",piano,trio,9973,233840,107,55,4,1,8.0
174271,Crazy As,191,339884,Julandrew,25804,Sings Your Favorite Songs,2008-05-29,en,vocal,female,,medium,"pop, indie, folk","acousticguitar, strings","nostalgic, vocal, voice, neutral",435874,2614569,1995,617,27,2,7.2
174393,Click Click (Original Version by Tanakasomething),206,7051,Grünemusik,25833,Click Click Single,2008-05-29,,instrumental,neutral,electric,medium,electronic,"electricpiano, electroamplified",,46913,976875,417,219,17,4,6.6667
174404,Click Click (Instrumental),282,7051,Grünemusik,25833,Click Click Single,2008-05-29,,instrumental,neutral,electric,medium,,,,11884,293025,206,108,11,0,8.0
1744247,Walk in the row,273,527889,RedSharp,192226,Sand,2020-03-13,en,vocal,female,,medium,"rnb, soul","electricpiano, piano","emotional, vocal, groovy, voice",54593,429050,822,543,0,0,10.0
1745733,Rebels With A Cause (Aries),214,528025,RENAE,241943,Rebels With A Cause (Aries),2020-03-19,en,vocal,female,,medium,"pop, electropop, indiepop",synthesizer,"uplifting, vocal, inspirational, voice",35652,1118879,1205,806,0,0,9.3333
1747967,Waste My Time,223,509448,The Devil Music Co.,315384,Waste My Time,2020-04-06,en,vocal,male,,medium,"pop, indiepop","guitar, strings","peaceful, romantic, vocal, voice",28606,1505759,796,518,0,0,8.0
1753299,Que Aquí Estoy Yo,192,525362,Alfonso Lugo,192961,Intimo,2020-05-14,es,vocal,male,,high,latin,synthesizer,"vocal, love, sexy, voice",41569,819231,730,472,0,0,10.0
175423,Aquarius,284,4812,SaReGaMa,26005,NewAge,2008-06-01,,instrumental,neutral,electric,medium,"world, ambient, newage","marimba, handpan","peaceful, ethno, neutral",19191,296291,627,255,5,0,6.5
1755602,Roses (Taurus),312,528025,RENAE,252582,Roses (Taurus),2020-05-07,en,vocal,female,,medium,"pop, electropop",synthesizer,"uplifting, vocal, peaceful, voice",33762,910240,716,458,0,0,8.0
1758797,So Crazy,170,529269,D.B. Ricapito,242177,So Crazy,2020-04-28,,vocal,male,,medium,"pop, singersongwriter, chillhop","acousticguitar, drums","emotional, vocal, voice",42129,999020,1419,898,0,0,6.0
176020,Catherine Wheel,261,2936,Radio Nowhere,26083,Days Between Stations,2008-06-03,en,vocal,male,electric,medium,"rock, pop, singersongwriter","electricguitar, drums","acoustic, vocal, voice",5816,211386,114,56,1,1,8.0
1765024,Blood,211,517272,All My Friends Hate Me,261326,Blood,2020-05-25,en,vocal,,,,rock,"electricguitar, electroamplified","energetic, vocal, adventure, voice",85945,1423215,2769,1914,0,0,9.5
1765026,Head Over Heels,206,509448,The Devil Music Co.,320024,Head Over Heels,2020-05-18,en,vocal,male,,,pop,"electricguitar, electroamplified","romantic, love, vocal, voice",51397,1809804,1278,867,0,0,9.3333
1766006,Through My Eyes (Gemini),270,528025,RENAE,261348,Through My Eyes (Gemini),2020-05-28,en,vocal,female,,low,"pop, synthpop, indiepop",synthesizer,"uplifting, vocal, peaceful, voice",36324,1287296,1126,768,0,0,6.0
1768731,See The World,133,487357,Mercury &amp; The Architects,280260,See The World,2020-06-01,en,vocal,male,,high,"dance, pop",,"upbeat, vocal, party, voice",75423,999433,376,248,0,0,9.0
